date,location,location_code,latitude,longitude,temperature_mean,temperature_max,temperature_min,precipitation_sum,relative_humidity_mean,wind_speed_max,surface_pressure_mean,source,collected_at
2025-08-08,Beijing,CHN,39.9042,116.4074,3.32,10.69,-3.22,1.36,68.02,19.86,1009.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-09,Beijing,CHN,39.9042,116.4074,5.34,11.54,-0.45,2.64,71.86,10.78,1005.93,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-10,Beijing,CHN,39.9042,116.4074,5.88,11.98,-1.08,3.26,66.41,16.83,1009.98,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-11,Beijing,CHN,39.9042,116.4074,5.69,12.95,-1.74,4.97,63.96,16.08,1006.87,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-12,Beijing,CHN,39.9042,116.4074,4.73,12.23,-0.79,2.36,75.43,20.69,1006.26,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-13,Beijing,CHN,39.9042,116.4074,3.8,10.65,-2.41,1.72,63.98,14.73,1004.44,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-14,Beijing,CHN,39.9042,116.4074,5.82,12.9,-0.95,0.76,74.85,14.69,1009.19,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-15,Beijing,CHN,39.9042,116.4074,3.88,9.84,-2.02,0,68.07,16.86,1008.58,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-16,Beijing,CHN,39.9042,116.4074,4.67,11.99,-2.06,0,72.05,17.7,1009.89,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-17,Beijing,CHN,39.9042,116.4074,2.12,8.25,-3.97,5.72,65.21,8.41,1009.78,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-18,Beijing,CHN,39.9042,116.4074,4.19,10.88,-3.21,0,59.54,10.02,1009.77,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-19,Beijing,CHN,39.9042,116.4074,5.65,12.27,-0.28,0.29,59.49,16.22,1011.27,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-20,Beijing,CHN,39.9042,116.4074,1.9,8.75,-4.01,2.25,74.39,11.3,1008.6,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-21,Beijing,CHN,39.9042,116.4074,1.77,8.24,-4.51,2.02,77.81,9.14,1011.83,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-22,Beijing,CHN,39.9042,116.4074,3.78,11.08,-1.74,0,68.21,9.45,1008.68,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-23,Beijing,CHN,39.9042,116.4074,-0.06,6.04,-7.0,2.2,69.78,19.31,1005.85,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-24,Beijing,CHN,39.9042,116.4074,1.36,7.11,-5.53,0.2,72.3,4.86,1003.21,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-25,Beijing,CHN,39.9042,116.4074,3.1,9.05,-2.76,5.21,81.09,13.18,1005.07,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-26,Beijing,CHN,39.9042,116.4074,2.72,9.45,-4.63,0.47,62.82,17.24,1002.5,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-27,Beijing,CHN,39.9042,116.4074,1.68,8.56,-5.61,0,74.68,20.8,1003.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-28,Beijing,CHN,39.9042,116.4074,0.71,6.98,-6.39,4.31,62.58,11.8,1002.15,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-29,Beijing,CHN,39.9042,116.4074,2.6,8.52,-3.07,0.84,73.3,16.77,1000.65,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-30,Beijing,CHN,39.9042,116.4074,2.65,9.38,-3.62,1.59,75.66,14.45,1002.65,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-08-31,Beijing,CHN,39.9042,116.4074,1.33,7.05,-4.41,1.79,67.57,21.76,1009.43,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-01,Beijing,CHN,39.9042,116.4074,2.12,8.99,-3.42,3.08,59.28,9.58,1012.63,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-02,Beijing,CHN,39.9042,116.4074,3.56,10.17,-2.38,2.44,65.18,13.47,1010.32,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-03,Beijing,CHN,39.9042,116.4074,5.32,11.78,-0.94,1.6,70.22,11.42,1004.5,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-04,Beijing,CHN,39.9042,116.4074,1.67,9.04,-5.01,0,62.57,24.28,1007.06,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-05,Beijing,CHN,39.9042,116.4074,-0.21,6.58,-5.73,0.54,70.33,19.62,1005.5,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-06,Beijing,CHN,39.9042,116.4074,2.16,9.13,-3.39,3.22,68.3,16.43,1005.75,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-07,Beijing,CHN,39.9042,116.4074,0.49,6.54,-7.0,2.44,68.13,14.71,1007.03,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-08,Beijing,CHN,39.9042,116.4074,3.18,9.44,-3.34,2.57,71.27,19.28,1008.48,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-09,Beijing,CHN,39.9042,116.4074,0.25,5.98,-5.74,1.3,69.57,17.47,1004.53,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-10,Beijing,CHN,39.9042,116.4074,2.8,9.16,-4.43,3.76,71.21,11.44,1004.58,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-11,Beijing,CHN,39.9042,116.4074,-0.22,5.68,-6.53,3.24,70.13,19.52,1007.54,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-12,Beijing,CHN,39.9042,116.4074,-1.38,5.98,-8.32,3.16,66.26,14.31,1004.42,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-13,Beijing,CHN,39.9042,116.4074,1.29,7.61,-5.17,4.9,74.85,17.23,1006.18,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-14,Beijing,CHN,39.9042,116.4074,-2.87,4.5,-8.93,2.46,63.09,14.33,999.96,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-15,Beijing,CHN,39.9042,116.4074,3.09,8.66,-3.27,6.03,63.76,17.59,1003.5,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-16,Beijing,CHN,39.9042,116.4074,1.57,7.38,-4.63,3.42,76.14,21.04,1000.45,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-17,Beijing,CHN,39.9042,116.4074,1.89,7.74,-3.78,2.77,75.59,19.45,1009.85,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-18,Beijing,CHN,39.9042,116.4074,0.44,7.4,-6.58,4.48,68.47,15.1,1010.02,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-19,Beijing,CHN,39.9042,116.4074,2.01,7.81,-4.68,2.06,66.78,11.32,1008.45,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-20,Beijing,CHN,39.9042,116.4074,-0.66,6.24,-6.77,6.48,65.95,7.4,1004.58,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-21,Beijing,CHN,39.9042,116.4074,-0.45,6.48,-6.95,2.0,72.06,18.53,1007.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-22,Beijing,CHN,39.9042,116.4074,0.39,5.99,-6.0,4.64,73.18,8.38,1006.12,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-23,Beijing,CHN,39.9042,116.4074,0.61,6.7,-6.01,6.77,70.64,15.69,1008.96,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-24,Beijing,CHN,39.9042,116.4074,-0.31,6.6,-6.02,1.29,67.43,11.56,1005.6,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-25,Beijing,CHN,39.9042,116.4074,0.02,6.46,-6.51,0,71.99,16.1,1009.87,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-26,Beijing,CHN,39.9042,116.4074,-1.31,5.13,-6.99,4.93,73.29,16.45,1006.49,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-27,Beijing,CHN,39.9042,116.4074,0.08,6.86,-6.31,0,79.61,15.03,1007.05,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-28,Beijing,CHN,39.9042,116.4074,3.06,8.93,-3.32,0.83,71.65,25.0,1004.47,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-29,Beijing,CHN,39.9042,116.4074,-2.5,4.43,-9.26,4.04,66.58,21.19,1008.04,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-09-30,Beijing,CHN,39.9042,116.4074,-2.23,4.28,-9.48,2.83,77.32,20.15,1005.42,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-01,Beijing,CHN,39.9042,116.4074,1.66,8.53,-5.57,1.05,72.33,13.14,1005.4,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-02,Beijing,CHN,39.9042,116.4074,-0.55,6.15,-7.63,0.75,55.69,20.24,1003.48,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-03,Beijing,CHN,39.9042,116.4074,0.44,6.3,-5.82,1.24,63.94,15.67,1006.88,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-04,Beijing,CHN,39.9042,116.4074,-0.99,4.93,-8.17,0.94,72.63,18.43,1004.57,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-05,Beijing,CHN,39.9042,116.4074,-1.26,6.0,-8.72,2.45,78.33,11.38,1003.02,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-06,Beijing,CHN,39.9042,116.4074,-0.96,5.37,-7.56,2.16,74.28,14.59,1002.79,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-07,Beijing,CHN,39.9042,116.4074,-0.79,6.29,-6.48,6.48,73.47,17.54,1007.52,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-08,Beijing,CHN,39.9042,116.4074,0.01,5.89,-7.26,0.84,64.7,13.53,1005.49,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-09,Beijing,CHN,39.9042,116.4074,-0.23,5.89,-6.92,6.58,76.33,15.87,1006.63,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-10,Beijing,CHN,39.9042,116.4074,-0.26,5.76,-7.41,1.81,66.9,18.88,1008.04,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-11,Beijing,CHN,39.9042,116.4074,-1.25,4.77,-7.23,2.76,69.99,14.35,1005.98,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-12,Beijing,CHN,39.9042,116.4074,-0.57,6.48,-7.63,0.12,75.2,14.4,1006.18,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-13,Beijing,CHN,39.9042,116.4074,0.24,6.18,-7.01,5.33,63.86,18.95,1006.2,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-14,Beijing,CHN,39.9042,116.4074,0.18,6.37,-5.81,3.73,69.61,17.42,1005.34,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-15,Beijing,CHN,39.9042,116.4074,-0.46,5.75,-6.24,2.41,76.32,22.2,1004.63,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-16,Beijing,CHN,39.9042,116.4074,2.21,9.1,-3.35,2.18,70.64,15.72,1006.92,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-17,Beijing,CHN,39.9042,116.4074,1.48,7.99,-5.18,4.38,74.2,17.75,1003.58,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-18,Beijing,CHN,39.9042,116.4074,-0.44,6.62,-6.01,2.56,74.35,9.71,1007.05,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-19,Beijing,CHN,39.9042,116.4074,1.26,8.18,-5.6,0,74.82,10.22,1013.27,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-20,Beijing,CHN,39.9042,116.4074,0.78,6.36,-5.39,1.44,68.74,18.59,1003.32,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-21,Beijing,CHN,39.9042,116.4074,0.56,7.74,-6.93,5.57,67.94,13.93,1007.24,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-22,Beijing,CHN,39.9042,116.4074,-0.22,5.65,-6.98,0.76,69.86,27.37,1006.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-23,Beijing,CHN,39.9042,116.4074,1.77,9.25,-4.62,2.36,72.16,22.99,1010.95,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-24,Beijing,CHN,39.9042,116.4074,1.78,8.42,-4.61,0,71.91,14.44,1010.09,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-25,Beijing,CHN,39.9042,116.4074,-0.62,5.53,-6.2,2.56,81.62,16.18,1010.87,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-26,Beijing,CHN,39.9042,116.4074,2.73,9.48,-4.62,1.8,80.28,12.42,1005.8,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-27,Beijing,CHN,39.9042,116.4074,1.41,8.22,-5.56,1.88,71.5,16.47,1005.25,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-28,Beijing,CHN,39.9042,116.4074,1.68,7.28,-5.25,0.96,74.87,24.64,1002.82,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-29,Beijing,CHN,39.9042,116.4074,1.89,9.32,-4.17,3.81,67.23,16.58,1002.27,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-30,Beijing,CHN,39.9042,116.4074,1.25,7.9,-4.7,4.14,58.79,17.56,1005.92,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-10-31,Beijing,CHN,39.9042,116.4074,-0.68,5.63,-7.86,6.42,67.18,19.23,1005.71,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-01,Beijing,CHN,39.9042,116.4074,1.42,7.7,-4.42,1.61,63.29,17.72,1004.35,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-02,Beijing,CHN,39.9042,116.4074,0.29,6.24,-5.6,4.49,69.72,16.66,1006.79,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-03,Beijing,CHN,39.9042,116.4074,1.55,8.66,-4.14,1.37,65.9,9.6,1006.64,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-04,Beijing,CHN,39.9042,116.4074,0.68,7.13,-5.07,3.76,71.67,17.31,1002.89,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-05,Beijing,CHN,39.9042,116.4074,-0.11,6.98,-6.39,0.3,66.36,11.27,1005.5,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-06,Beijing,CHN,39.9042,116.4074,2.26,9.3,-4.53,0,70.26,13.62,1007.59,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-07,Beijing,CHN,39.9042,116.4074,2.26,8.97,-4.18,2.74,75.05,15.76,1004.37,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-08,Beijing,CHN,39.9042,116.4074,4.42,11.63,-1.26,7.11,82.59,17.57,1007.3,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-09,Beijing,CHN,39.9042,116.4074,1.44,7.03,-5.97,2.68,66.35,17.52,1009.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-10,Beijing,CHN,39.9042,116.4074,2.21,9.14,-4.67,0.16,75.77,14.16,1008.5,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-11,Beijing,CHN,39.9042,116.4074,1.93,9.01,-4.55,6.18,73.02,17.41,1008.53,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-12,Beijing,CHN,39.9042,116.4074,5.52,12.99,-1.64,0,69.02,20.5,1003.67,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-13,Beijing,CHN,39.9042,116.4074,0.89,7.86,-6.42,1.93,65.97,18.4,1010.63,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-14,Beijing,CHN,39.9042,116.4074,3.13,9.25,-4.36,1.31,72.98,15.17,1002.42,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-15,Beijing,CHN,39.9042,116.4074,3.88,9.46,-2.7,1.03,67.05,18.96,1009.59,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-16,Beijing,CHN,39.9042,116.4074,3.28,10.44,-3.01,3.45,67.32,20.33,1008.21,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-17,Beijing,CHN,39.9042,116.4074,4.54,11.06,-1.32,3.17,73.63,19.32,1007.72,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-18,Beijing,CHN,39.9042,116.4074,4.26,9.85,-1.27,2.2,70.69,15.64,1005.97,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-19,Beijing,CHN,39.9042,116.4074,5.97,13.06,-0.45,3.58,68.19,17.25,1003.44,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-20,Beijing,CHN,39.9042,116.4074,2.8,8.92,-4.46,1.76,64.43,15.52,1010.28,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-21,Beijing,CHN,39.9042,116.4074,5.57,12.68,-0.55,5.32,64.88,15.13,1006.16,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-22,Beijing,CHN,39.9042,116.4074,4.49,10.2,-3.0,1.2,69.97,17.41,1014.19,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-23,Beijing,CHN,39.9042,116.4074,3.17,10.3,-4.14,0,62.1,21.04,1005.57,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-24,Beijing,CHN,39.9042,116.4074,4.06,10.2,-3.11,2.03,68.87,16.32,1009.28,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-25,Beijing,CHN,39.9042,116.4074,5.17,10.86,-1.64,3.8,67.17,15.44,999.96,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-26,Beijing,CHN,39.9042,116.4074,5.38,11.37,-1.09,6.19,62.06,11.78,1009.52,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-27,Beijing,CHN,39.9042,116.4074,3.58,10.64,-3.12,2.44,67.52,20.54,1008.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-28,Beijing,CHN,39.9042,116.4074,5.93,12.35,-1.34,3.66,69.03,13.0,1006.93,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-29,Beijing,CHN,39.9042,116.4074,5.08,11.16,-0.54,2.57,61.25,21.9,1007.78,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-11-30,Beijing,CHN,39.9042,116.4074,7.4,13.18,1.35,2.1,72.94,15.09,1005.32,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-01,Beijing,CHN,39.9042,116.4074,6.82,14.06,0.95,5.27,70.59,22.54,1003.81,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-02,Beijing,CHN,39.9042,116.4074,7.25,13.42,-0.02,0.78,65.25,18.59,1007.43,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-03,Beijing,CHN,39.9042,116.4074,6.17,12.2,0.45,2.86,74.45,13.21,1004.76,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-04,Beijing,CHN,39.9042,116.4074,5.05,11.27,-1.05,2.45,68.14,20.75,1007.05,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-05,Beijing,CHN,39.9042,116.4074,7.53,13.61,0.14,0.73,65.75,19.71,1007.69,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-06,Beijing,CHN,39.9042,116.4074,7.5,13.46,0.43,5.79,68.95,20.95,1008.23,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-07,Beijing,CHN,39.9042,116.4074,9.26,15.83,1.79,2.44,65.19,14.87,1004.87,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-08,Beijing,CHN,39.9042,116.4074,4.59,11.89,-2.79,1.18,62.43,8.05,1005.89,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-09,Beijing,CHN,39.9042,116.4074,8.03,14.9,1.68,0.31,59.74,12.92,1009.85,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-10,Beijing,CHN,39.9042,116.4074,9.26,16.41,3.03,6.71,62.75,25.21,1009.0,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-11,Beijing,CHN,39.9042,116.4074,9.28,15.28,3.29,0,61.08,18.23,1008.51,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-12,Beijing,CHN,39.9042,116.4074,9.37,15.66,2.67,3.15,71.13,20.02,1004.26,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-13,Beijing,CHN,39.9042,116.4074,8.86,15.11,3.23,3.53,61.11,25.78,1014.45,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-14,Beijing,CHN,39.9042,116.4074,10.05,16.04,2.89,2.45,69.26,18.55,1003.14,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-15,Beijing,CHN,39.9042,116.4074,8.95,15.01,2.37,7.02,62.33,16.6,1007.58,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-16,Beijing,CHN,39.9042,116.4074,8.12,13.85,0.98,3.15,63.09,20.94,1005.92,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-17,Beijing,CHN,39.9042,116.4074,10.83,16.87,5.08,2.57,72.26,11.22,1010.25,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-18,Beijing,CHN,39.9042,116.4074,10.98,16.73,4.69,0.81,64.41,18.89,1011.2,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-19,Beijing,CHN,39.9042,116.4074,11.41,17.92,4.99,1.5,69.86,10.58,1007.2,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-20,Beijing,CHN,39.9042,116.4074,12.22,18.85,5.67,3.35,59.94,21.1,1006.66,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-21,Beijing,CHN,39.9042,116.4074,9.24,14.85,3.44,3.91,68.12,18.46,1005.38,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-22,Beijing,CHN,39.9042,116.4074,13.31,19.28,7.72,3.9,58.58,14.69,1004.92,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-23,Beijing,CHN,39.9042,116.4074,10.9,16.78,5.0,3.35,65.97,17.75,1007.84,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-24,Beijing,CHN,39.9042,116.4074,10.91,17.55,3.63,4.5,67.08,14.75,1007.49,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-25,Beijing,CHN,39.9042,116.4074,11.02,17.27,4.5,2.26,67.37,19.16,1009.8,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-26,Beijing,CHN,39.9042,116.4074,12.08,18.56,6.29,0,66.41,13.22,1011.67,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-27,Beijing,CHN,39.9042,116.4074,11.38,17.54,5.0,1.05,70.61,23.21,1006.98,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-28,Beijing,CHN,39.9042,116.4074,13.44,20.54,6.16,3.88,66.54,21.62,1007.19,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-29,Beijing,CHN,39.9042,116.4074,12.36,18.68,6.59,1.5,58.69,18.6,1008.98,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-30,Beijing,CHN,39.9042,116.4074,13.43,19.55,6.13,0,59.69,13.56,1007.67,demo_generator,2026-07-10T04:13:34.892091+00:00
2025-12-31,Beijing,CHN,39.9042,116.4074,12.16,18.61,5.08,2.03,57.41,17.94,1006.28,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-01,Washington DC,USA,38.9072,-77.0369,17.78,23.79,10.63,3.45,52.43,22.23,1007.77,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-02,Washington DC,USA,38.9072,-77.0369,20.53,27.38,13.97,3.5,53.91,11.23,1007.77,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-03,Washington DC,USA,38.9072,-77.0369,20.1,26.64,13.85,4.58,52.26,17.73,1005.26,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-04,Washington DC,USA,38.9072,-77.0369,19.44,26.45,12.34,2.72,57.6,15.91,1005.47,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-05,Washington DC,USA,38.9072,-77.0369,19.12,25.71,13.26,6.82,56.69,19.78,1005.71,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-06,Washington DC,USA,38.9072,-77.0369,22.93,29.98,17.16,0,56.01,17.68,1006.66,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-07,Washington DC,USA,38.9072,-77.0369,21.1,27.8,15.6,2.96,58.8,19.47,1010.56,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-08,Washington DC,USA,38.9072,-77.0369,19.89,26.18,14.25,5.29,49.82,7.94,1009.94,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-09,Washington DC,USA,38.9072,-77.0369,21.28,28.19,15.21,3.32,48.38,15.02,1003.74,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-10,Washington DC,USA,38.9072,-77.0369,21.05,28.5,13.76,0.99,60.01,12.26,1010.27,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-11,Washington DC,USA,38.9072,-77.0369,21.29,27.53,14.43,7.41,55.34,20.84,1006.63,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-12,Washington DC,USA,38.9072,-77.0369,22.79,28.94,15.61,5.95,54.41,8.52,1004.53,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-13,Washington DC,USA,38.9072,-77.0369,21.26,26.83,14.63,1.46,54.72,10.19,1003.33,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-14,Washington DC,USA,38.9072,-77.0369,22.01,29.26,15.64,6.76,57.62,21.76,1007.47,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-15,Washington DC,USA,38.9072,-77.0369,22.76,28.89,15.27,5.57,55.94,12.7,1010.17,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-16,Washington DC,USA,38.9072,-77.0369,22.37,29.18,15.99,7.11,57.22,11.72,1001.15,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-17,Washington DC,USA,38.9072,-77.0369,20.71,28.05,14.27,11.2,54.04,14.62,1009.91,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-18,Washington DC,USA,38.9072,-77.0369,22.45,29.15,15.85,0.72,57.33,19.57,1010.61,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-19,Washington DC,USA,38.9072,-77.0369,22.46,29.3,15.99,4.97,49.96,12.18,1005.71,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-20,Washington DC,USA,38.9072,-77.0369,23.36,30.36,16.22,6.61,57.68,20.78,1005.73,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-21,Washington DC,USA,38.9072,-77.0369,23.01,28.72,15.84,2.05,56.77,13.38,1005.33,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-22,Washington DC,USA,38.9072,-77.0369,24.35,30.31,18.16,5.8,55.91,8.5,1005.7,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-23,Washington DC,USA,38.9072,-77.0369,22.72,30.03,16.77,2.2,55.2,14.24,1003.42,demo_generator,2026-07-10T04:13:34.892091+00:00
2020-01-24,Washington DC,USA,38.9072,-77.0369,22.15,29.14,15.21,0,55.36,15.58,1009.91,demo_generator,2026-07-10T04:13:34.892091+00:00
